"u_parent_asset.parent","u_parent_asset","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Microphone","C017314","C017314","A3191973624N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017315","C017315","A3191973615N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017316","C017316","A3191973621N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017317","C017317","A3571984233N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017318","C017318","A3191973623N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017319","C017319","A3191973619N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017320","C017320","A3571984222N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017321","C017321","A3191973608N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017322","C017322","A3251975582N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017323","C017323","A33118D82466N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017324","C017324","A3571984223N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017369","C017369","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107 ","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017370","C017370","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017371","C017371","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017465","C017465","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor","S236A","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017473","C017473","2324113647","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","219","",""
"","","Microphone","C017474","C017474","2321110723","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-2nd Floor","219","",""
"","","Microphone","C017641","C017641","B27520D90073N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","",""
"","","Microphone","C017642","C017642","1708167","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Lab","",""
"","","Microphone","C017644","C017644","B1062031071N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Endoscopy","",""
"","","Microphone","C017732","C017732","B1632051321N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","","",""
"","","Microphone","C017799","C017799","B0722017972N9","VIHA-RJH-Royal Jubilee Hospital","447","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C017800","C017800","B0722017976N9","VIHA-RJH-Royal Jubilee Hospital","447","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C017801","C017801","B0722017980N9","VIHA-RJH-Royal Jubilee Hospital","447","POWERMIC III","NUANCE COMMUNICATIONS"
"","","Microphone","C017857","C017857","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","PC032606","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017966","C017966","B24620D81809N9","VIHA-RJH-Royal Jubilee Hospital","","",""
"","","Microphone","C017967","C017967","B24620D81801N9","VIHA-RJH-Royal Jubilee Hospital","","",""
"","","Microphone","C017968","C017968","B24620D81805N9","VIHA-RJH-Royal Jubilee Hospital","","",""
"","","Microphone","C017983","C017983","B3092098733N9","","230","",""
"","","Microphone","C018086","C018086","B24620D81793N9","VIHA-RJH-Royal Jubilee Hospital","","",""
"","","Microphone","C018087","C018087","B24620D81797N9","VIHA-RJH-Royal Jubilee Hospital","","",""
"","","Microphone","C018261","C018261","B3112000246N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018262","C018262","B1142035534N9","VIHA-VGH-Victoria General Hospital","S430","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018264","C018264","B24620D80079N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018265","C018265","B3112000250N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018266","C018266","B3112000251N9","VIHA-RJH-Royal Jubilee Hospital","S303","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018267","C018267","B27520D90242N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018268","C018268","B27520D90257N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018269","C018269","B24620D80070N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018270","C018270","B24620D80069N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018271","C018271","B1142035525N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018272","C018272","B27520D90270N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018273","C018273","B27520D90255N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018274","C018274","B24620D80095N9","VIHA-VGH-Victoria General Hospital","S544","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018275","C018275","B1142035547N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018276","C018276","B27520D90250N9","VIHA-VGH-Victoria General Hospital","S444","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018277","C018277","B24620D80086N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018278","C018278","B1142035548N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018279","C018279","B1142035533N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018280","C018280","B24620D80065N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018281","C018281","B24620D80096N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018282","C018282","B1142035535N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018283","C018283","B3112000252N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018284","C018284","B1142035538N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018285","C018285","B27520D90251N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018287","C018287","B1142035536N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018288","C018288","B1142035523N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018289","C018289","B24620D80067N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018295","C018295","B27520D90246N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018297","C018297","B3112000236N9","VIHA-VGH-Victoria General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018298","C018298","B3112000244N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018299","C018299","B1142035524N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C018301","C018301","B24620D80066N9","VIHA-VSQV-Victoria Summit Quadra Village","","POWERMIC","NUANCE COMMUNICATIONS"
