"u_parent_asset.parent","u_parent_asset","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Microphone","C012846","C012846","B3152280343N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","E-1143","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012852","C012852","B2512266808N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012853","C012853","B2512266812N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012854","C012854","B3642114033N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012855","C012855","B2512266820N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012856","C012856","B2512266827N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012857","C012857","B3642114031N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012858","C012858","B3642114030N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012859","C012859","B3642114027N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012860","C012860","B3642114032N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012861","C012861","B3642114026N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012862","C012862","B3642114028N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012863","C012863","D20022161237N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012864","C012864","D20022161242N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012867","C012867","B3482288578N9","VIHA-DJS-Duncan Jubilee Street-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012868","C012868","B3152280367N9","VIHA-DJS-Duncan Jubilee Street-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012869","C012869","B3152280369N9","VIHA-DJS-Duncan Jubilee Street-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012870","C012870","B3152280345N9","VIHA-DJS-Duncan Jubilee Street-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012871","C012871","B3152280341N9","VIHA-DJS-Duncan Jubilee Street-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012872","C012872","B3482288589N9","VIHA-CDH-Cowichan District Hospital-Main Building","rm 4028","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012891","C012891","2505192448","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012892","C012892","2505192443","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012893","C012893","2505192441","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012912","C012912","250418617","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012914","C012914","2324113648","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012919","C012919","2240061716","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012921","C012921","2321110722","VIHA-CDH-Cowichan District Hospital-Main Building","G027","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012923","C012923","2321110721","VIHA-CDH-Cowichan District Hospital-Main Building","G027","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012931","C012931","2240061713","VIHA-NRGH-Nanaimo Regional General Hospital","1223","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012936","C012936","8X27623D26868N9","","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012937","C012937","8X27623D26856N9","","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012939","C012939","8X27623D26864N9","","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012982","C012982","BX0622303932N9","VIHA-OHC-Oceanside Health Centre","OHC 217 (306)","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012992","C012992","BX0622303793N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012993","C012993","BX0622303807N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012994","C012994","BX0622303798N9","VIHA-NRGH-Nanaimo Regional General Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C012996","C012996","BX0622303788N9","VIHA-NWWS-Nanaimo Wentworth Street-Main Building","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013000","C013000","BX0622303792N9","VIHA-TLLTC-Trillium Lodge-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013007 ","C013007 ","BX27923D27728N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013008 ","C013008 ","BX27923D27724N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013009 ","C013009 ","BX27923D27720N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013012 ","C013012 ","BX27923D27722N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013013 ","C013013 ","BX27923D27732N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013015","C013015","BX27623D26848N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","OR 10","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013091","C013091","A3381500480N","VIHA-NRGH-Nanaimo Regional General Hospital","ICU","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013094 ","C013094 ","2210029922","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013095 ","C013095 ","2210029930","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013096 ","C013096 ","2210029921","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013110","C013110","2233052828","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","2067","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013111","C013111","2233052827","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","2067","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013112","C013112","2233052826","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","2067","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013113","C013113","2208027019","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013114","C013114","2208027018","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013115","C013115","2208027014","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013116","C013116","2208027013","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013117","C013117","2208027012","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013118","C013118","2208027017","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013119","C013119","2208027016","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013120","C013120","2208027011","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013121","C013121","2208027015","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013122","C013122","2208027020","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013135","C013135","A3011402067N","VIHA-NRGH-Nanaimo Regional General Hospital","ED","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013136","C013136","A2191401364N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C013137","C013137","A2371400377N","VIHA-NRGH-Nanaimo Regional General Hospital","R1015","",""
"","","Microphone","C013138","C013138","A3011402045N","VIHA-NRGH-Nanaimo Regional General Hospital","","",""
"","","Microphone","C013139","C013139","A3411500149N","VIHA-NRGH-Nanaimo Regional General Hospital","","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013141","C013141","2233052830","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B032","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013142","C013142","2321110724","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013143","C013143","2324113642","VIHA-NMMC-Nanaimo Millstone Medical Centre-Main Building-2nd Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013156","C013156","2314104732","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Ground Floor","G451","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013188","C013188","BX27623D26863N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013189","C013189","BX27623D26865N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013191","C013191","2314104733","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013192","C013192","2314104731","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013199","C013199","2324113649","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","203","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013216","C013216","2314104753","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013217","C013217","2314104737","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","P2003","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013218","C013218","2314104760","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","P2045","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013231","C013231","2314104757","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-3rd Floor","3004","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013234","C013234","A3481501394N","VIHA-NRGH-Nanaimo Regional General Hospital","OR","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013235","C013235","A1951701338N","VIHA-NRGH-Nanaimo Regional General Hospital","OR4","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013236","C013236","A3011402021N","VIHA-NRGH-Nanaimo Regional General Hospital","OR4","",""
"","","Microphone","C013239","C013239","A3411500901N","VIHA-NRGH-Nanaimo Regional General Hospital","","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013241","C013241","A3281400086N","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","OR1","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013250","C013250","A3411500122N","VIHA-NRGH-Nanaimo Regional General Hospital","","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013288","C013288","A3381500483N","VIHA-NRGH-Nanaimo Regional General Hospital","OR3","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C013414","C013414","2447177177","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013416","C013416","2447177171","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013417","C013417","2447177180","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013418","C013418","2447177216","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013419","C013419","2447177176","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013420","C013420","2447177174","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013421","C013421","2447177220","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013422","C013422","2447177278","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013423","C013423","2447177178","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013424","C013424","2447177131","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013425","C013425","2447177179","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013426","C013426","2447177275","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013427","C013427","2447177175","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013428","C013428","2447177133","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013429","C013429","2447177136","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013430","C013430","2447177212","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013431","C013431","2447177213","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013432","C013432","2447177132","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013433","C013433","2447177274","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013434","C013434","2447177173","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013435","C013435","2447177217","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013436","C013436","2447177139","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013437","C013437","2447177218","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013438","C013438","2447177140","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013439","C013439","2447177138","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013440","C013440","2447177214","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013441","C013441","2447177134","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013442","C013442","2447177172","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013443","C013443","2447177215","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013444","C013444","2447177137","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013445","C013445","2447177219","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013446","C013446","2447177135","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013447","C013447","2447177211","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013454","C013454","2447177280","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Doctors Call Room","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C013480","C013480","2504189581","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C014982","C014982","A3411500160N","VIHA-NRGH-Nanaimo Regional General Hospital","OR8","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C014988","C014988","A3481501397N","VIHA-NRGH-Nanaimo Regional General Hospital","OR","0POWM2N-005","NUANCE COMMUNICATIONS"
"","","Microphone","C015045","C015045","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","PC032602","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015140","C015140","A3051968519N9","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor","ER","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015173","C015173","A3031967487N3","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT1162 - Exam Room 12","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015174","C015174","D2022164029N9","VIHA-RJH-Royal Jubilee Hospital","1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015175","C015175","D2022164021N9","VIHA-RJH-Royal Jubilee Hospital","1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015176","C015176","D2022164027N9","VIHA-RJH-Royal Jubilee Hospital","1503","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015177","C015177","A3031967494N3","VIHA-RJH-Royal Jubilee Hospital","229","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015178","C015178","A33118D81434N9","","RP103","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015179","C015179","A33118D81426N9","","RP103","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015180","C015180","A33118D81430N9","","RP103","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015239","C015239","D2002161241N9","VIHA-RJH-Royal Jubilee Hospital","127","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015240","C015240","B3642113927N9","VIHA-VGH-Victoria General Hospital","3332","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015241","C015241","A33118D81438N9","VIHA-PHU-Peninsula Health Unit","165","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015242","C015242","B24620D81816N9","VIHA-PRIO-Priory Hospital","G22","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015270","C015270","A3251975566N9","VIHA-RJH-Royal Jubilee Hospital","C501","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015272","C015272","B3152283022N9","","104","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015273","C015273","B3152283860N9","","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015343","C015343","B3152283056N9","VIHA-RJH-Royal Jubilee Hospital-Royal Block-4th Floor","RB439","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015344","C015344","B3152283057N9","VIHA-RJH-Royal Jubilee Hospital","RB431","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016660","C015345","B3152283058N9","VIHA-RJH-Royal Jubilee Hospital","WB314","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015353","C015353","A3051968453N9","VIHA-RJH-Royal Jubilee Hospital","S245","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015357","C015357","B2512266738N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","KW152","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015358","C015358","B3152283017N9","VIHA-RJH-Royal Jubilee Hospital","KW154","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015359","C015359","B3152283882N9","VIHA-RJH-Royal Jubilee Hospital","KW162","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015360","C015360","B2512266737N9","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","KW164","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015364","C015364","B2512266818N9","VIHA-RJH-Royal Jubilee Hospital","S703","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015383","C015383","B3152283052N9","VIHA-WUPCC-Westshore Urgent Primary Care Centre","Exam room 2","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015398","C015398","B3482288581N9","VIHA-RJH-Royal Jubilee Hospital","WW103","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015399","C015399","B3482288593N9","VIHA-RJH-Royal Jubilee Hospital","HW105","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015400","C015400","B3482288601N9","VIHA-RJH-Royal Jubilee Hospital","EMP543","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015408","C015408","D2022163879N9","VIHA-VGH-Victoria General Hospital","2815","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015409","C015409","A3051968460N9","VIHA-RJH-Royal Jubilee Hospital","N104B","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015410","C015410","B3152283032N9","VIHA-RJH-Royal Jubilee Hospital","HW218","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015412","C015412","B3152283871N9","VIHA-SOMH-Seven Oaks Tertiary Mental Health","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015413","C015413","0B3482288597N9","VIHA-SOMH-Seven Oaks Tertiary Mental Health","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015415","C015415","D2022164020N9","VIHA-VGH-Victoria General Hospital","2406","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015438","C015438","BX0622303917N9","VIHA-RJH-Royal Jubilee Hospital","DT1119","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015439","C015439","BX0622303916N9","VIHA-RJH-Royal Jubilee Hospital","DT1119","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015441","C015441","A01119D89723N9","VIHA-RJH-Royal Jubilee Hospital","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015449","C015449","BX0622303925N9","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center","501","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015450","C015450","BX0622302315N9","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center","S603A","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015451","C015451","BX0622302307N9","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center","S603A","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015456","C015456","D2022163875N9","VIHA-CVH-Comox Valley Hospital-Main Building","CV1633","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015457","C015457","D2022164026N9","VIHA-CVH-Comox Valley Hospital-Main Building","CV1633","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015458","C015458","D2022164007N9","VIHA-CVH-Comox Valley Hospital-Main Building","CV1633","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015459","C015459","D2022164030N9","VIHA-CVH-Comox Valley Hospital-Main Building","CV1633","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015462","C015462","B3152280349N9","VIHA-RJH-Royal Jubilee Hospital-Eric Martin Pavilion","109","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015496","C015496","BX0622302308N9","VIHA-RJH-Royal Jubilee Hospital","126","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015497","C015497","BX0622302310N9","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","N235","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015502","C015502","A33118D81449N9","VIHA-RJH-Royal Jubilee Hospital","186","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015503","C015503","B3152280350N9","VIHA-RJH-Royal Jubilee Hospital","187","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015504","C015504","A3051968457N9","VIHA-RJH-Royal Jubilee Hospital","184","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015505","C015505","B3482288585N9","VIHA-RJH-Royal Jubilee Hospital","183","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015510","C015510","D2022164038N9","VIHA-VGH-Victoria General Hospital","OR1","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015513","C015513","BX0622303797N9","VIHA-VGH-Victoria General Hospital","N231","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015514","C015514","B3482288617N9","VIHA-QAC-Queen Alexandra Centre for Children","B052","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C015538","C015538","BX0622303791N9","VIHA-QAC-Queen Alexandra Centre for Children","B014","POWERMIC","NUANCE COMMUNICATIONS"
