"name","u_keywords","location","u_floor","u_room","model_id","u_department_location","asset_tag","u_building","u_last_rounded_date","serial_number","assignment_group","cost_center","comments","short_description","u_hot_spare","os","install_status","department","u_device_rounding","sys_updated_on","po_number","u_category","u_scheduled_retirement","u_last_scanned_date","u_special_handle","os_version"
"AO400445","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","2nd Floor","Hallway","Tangent MEDIX 22B V2","PACU","HSS-8087019","Main Building","07/12/2025","C23801M129","NTT-Deskside Services-Nanaimo-Staffed","90.71.120252900","","","false","Windows 11 Enterprise","Operational","COV Recruit NIsl&ComServ","Mobile Cart","08/09/2025 21:51:26","VIHATRP20240527-068","All-in-One","03/31/2028","08/08/2025","","10.0.22631"
"AO400447","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","1st Floor","Hallway - ED","Tangent MEDIX 22B V12","NRGH Emergency Services","HSS-8090597","Main Building","03/19/2025","C24529M110","NTT-Deskside Services-Nanaimo-Staffed","01.71.310200000","","","false","Windows 11 Enterprise","Operational","NRG Emergency","Mobile Cart","08/07/2025 21:59:07","VIHATRP20241014-048","Desktop","10/31/2028","08/06/2025","","10.0.22631"
"AO400449","","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","G","G101 (Pharmacy - Front)","Tangent MEDIX 22B V6","Pharmacy","C018521","Main Building","01/10/2025","C21325M003","NTT-Deskside Services-Cowichan-Staffed","90.71.125418600","","","false","Windows 11 Enterprise","Operational","COV IMIT COVID-19 Operat Costs","Mobile Cart","07/03/2025 14:50:46","Lease Information Extract - HPFS Tangent","All-in-One","06/30/2024","05/30/2025","","10.0.22631"
"AO400450","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V2","Emergency","HSS-8086992","Main Building","08/14/2025","C23801M123","NTT-Deskside Services-Nanaimo-Staffed","01.71.310200000","","","false","Windows 11 Enterprise","Operational","NRG Emergency","Mobile Cart","08/14/2025 18:55:00","VIHATRP20240527-041","All-in-One","03/31/2028","08/09/2025","","10.0.22631"
"AO400452","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","1st Floor","Hallway","Tangent MEDIX 22B V12","NRGH Emergency Services","HSS-8090603","Main Building","08/14/2025","C24529M105","NTT-Deskside Services-Nanaimo-Staffed","01.71.310200000","","","false","Windows 11 Enterprise","Operational","NRG Emergency","Mobile Cart","08/14/2025 18:52:00","VIHATRP20241014-054","Desktop","10/31/2028","08/08/2025","","10.0.22631"
"AO400453","","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","2","Meeting Room #2","Tangent MEDIX 22B V5","","HSS-8074043","Main Building","07/18/2025","C23202M046","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","07/18/2025 11:21:47","VIHATRP20230501-035","All-in-One","07/31/2026","06/28/2025","","10.0.22631"
"AO400455","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Primary Care","HSS-8074045","Main Building","05/04/2025","C23202M176","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/10/2025 21:33:13","VIHATRP20230501-037","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO400456","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074042","Main Building","06/04/2025","C23202M051","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/10/2025 21:11:38","VIHATRP20230501-034","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO400457","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074039","Main Building","06/04/2025","C23202M050","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/09/2025 21:59:23","VIHATRP20230501-031","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO400458","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","","HSS-8074041","Main Building","05/04/2025","C23202M048","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/09/2025 22:11:33","VIHATRP20230501-033","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO400459","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074049","Main Building","06/04/2025","C23202M174","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/13/2025 21:22:58","VIHATRP20230501-041","All-in-One","07/31/2026","08/12/2025","","10.0.22631"
"AO400460","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074044","Main Building","06/04/2025","C23202M047","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/13/2025 21:23:33","VIHATRP20230501-036","All-in-One","07/31/2026","08/12/2025","","10.0.22631"
"AO400461","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","OHC171","Tangent MEDIX 22B V5","Diabetes Education Center","HSS-8074046","Main Building","05/04/2025","C23202M025","NTT-Deskside Services-Nanaimo-Local","OP.71.510750600","","","false","Windows 11 Enterprise","Operational","OHC Diabetes Education Centre","Mobile Cart","08/10/2025 21:33:21","VIHATRP20230501-038","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO400462","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074047","Main Building","06/04/2025","C23202M053","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/10/2025 21:12:01","VIHATRP20230501-039","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO400463","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074048","Main Building","06/04/2025","C23202M062","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/09/2025 21:59:23","VIHATRP20230501-040","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO400464","","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","1","Hallway","Tangent MEDIX 22B V5","Urgent Care","HSS-8074036","Main Building","06/04/2025","C23202M070","NTT-Deskside Services-Nanaimo-Local","38.71.513000900","","","false","Windows 11 Enterprise","Operational","OHC Oceanside Urgent Care","Mobile Cart","08/09/2025 21:33:35","VIHATRP20230501-028","All-in-One","07/31/2026","08/08/2025","","10.0.22631"
"AO400466","","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","1","Mental Health","Tangent MEDIX 22B V2","Mental Health & AS Admin","HSS-8086136","Main Building","07/25/2025","C23801M186","NTT-Deskside Services-WestCoast-Remote","03.71.230100000","","","false","Windows 11 Enterprise","Operational","TGH Nursing","Mobile Cart","07/27/2025 22:07:17","VIHATRP20240429-016","All-in-One","03/31/2028","07/26/2025","","10.0.22631"
"AO400467","","VIHA-TGH-Tofino General Hospital-Main Building-Basement 1","1","Multi-Purpose Room","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Nursing","HSS-8086157","Main Building","07/25/2025","C23801M092","NTT-Deskside Services-WestCoast-Remote","03.71.230100000","","","false","Windows 11 Enterprise","Operational","TGH Nursing","Mobile Cart","08/13/2025 21:21:21","VIHATRP20240429-037","All-in-One","04/30/2028","08/12/2025","","10.0.22631"
"AO400468","","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","1","Laboratory","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Lab Core","HSS-8086150","Main Building","07/25/2025","C23801M027","NTT-Deskside Services-WestCoast-Remote","03.71.410000000","","","false","Windows 11 Enterprise","Operational","TGH Lab Core","Mobile Cart","08/07/2025 21:31:26","VIHATRP20240429-030","All-in-One","04/30/2028","08/07/2025","","10.0.22631"
"AO400469","","VIHA-TGH-Tofino General Hospital-Main Building-1st Floor","1","Specialists Trailer","Tangent MEDIX T22B V3","261 Neill St","","Main Building","07/25/2025","C19C14M200","NTT-Deskside Services-WestCoast-Remote","90.71.125400700","WOW cart at NRGH had same name as a TGH WOW - Lem and Roman are aware and working on what to name the TGH WOW","NRGH 3 Floor","false","Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","07/26/2025 21:55:38","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2023","07/25/2025","","10.0.19045"
"AO400471","","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","3","Hallway (Roaming)","Tangent MEDIX T22B V7","SUIT - Substance Use Integrated Team","C009377","Main Building","05/30/2025","C19C14M246","NTT-Deskside Services-Cowichan-Local","90.71.125400700","Old name C19C14M246","","false","Windows 10 Enterprise","Operational","COV IHealth Devices","Mobile Cart","07/03/2025 14:50:29","Lease Information Extract - HPFS Tangent","All-in-One","03/31/2023","05/29/2025","TANGENT T22B v3","10.0.19045"
"AO400472","","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","1","128 (Medications)","Tangent MEDIX 22B V2","Hospice - End of Life","HSS-8083105","New Building","08/14/2025","C23801M101","NTT-Deskside Services-Cowichan-Local","14.71.295201000","","","false","Windows 11 Enterprise","Operational","CPR Cairnsmore Place","Mobile Cart","08/14/2025 14:23:30","VIHATRP20240205-004","All-in-One","03/31/2028","07/05/2025","","10.0.22631"
"AO400473","","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","1","128 (Medications)","Tangent MEDIX 22B V2","Hospice - End of Life","HSS-8083103","Main Building","08/14/2025","C23801M040","NTT-Deskside Services-Cowichan-Local","36.71.505000000","","","false","Windows 11 Enterprise","Operational","CSC HC Admin Duncan","Mobile Cart","08/14/2025 15:10:30","VIHATRP20240205-002","All-in-One","03/31/2028","08/08/2025","","10.0.22631"
"AO400474","","VIHA-NCDF-Nanaimo Community Dialysis Facility","1st Floor","","Tangent MEDIX 22B V2","CDF-Nanaimo Clinic","HSS-8086585","Main Building","","C23801M131","NTT-Deskside Services-Nanaimo-Local","33.71.510750200","","","false","Windows 11 Enterprise","Operational","CSC CDF-Nanaimo Clinic","Mobile Cart","08/12/2025 21:09:31","VIHATRP20240513-067","All-in-One","03/31/2028","08/11/2025","","10.0.22631"
"AO400475","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B","Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","ALC Courtyard","HSS-8082646","Main Building","08/10/2025","C23719M074","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/11/2025 21:00:34","VIHATRP20240122-100","All-in-One","03/31/2028","08/09/2025","","10.0.22631"
"AO400476","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B","Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","ALC","HSS-8082631","Main Building","05/27/2025","C23801M082","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 21:07:27","VIHATRP20240122-085","All-in-One","03/31/2028","08/09/2025","","10.0.22631"
"AO400481","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WC2601","Tangent MEDIX T22B V7","Psychiatry","C000206","Main Building","08/01/2025","C153062013","NTT-Deskside Services-WestCoast-Staffed","","","This must reimaged to 22H2 and renamed to AO400481.","false","Windows 10 Enterprise","Operational","","Mobile Cart","08/11/2025 21:07:41","","All-in-One","","08/10/2025","","10.0.19045"
"AO400483","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCAmb - Nurses' station","Tangent MEDIX 22B V12","Geog 1/2 Pharmacy & Pharm LTC","HSS-8091067","Main Building","08/08/2025","C24529M040","NTT-Deskside Services-WestCoast-Staffed","02.71.440000000","","Tangent V3 AIO","false","Windows 11 Enterprise","Operational","WCG Pharmacy","Mobile Cart","08/09/2025 21:49:29","VIHATRP20241118-059","Desktop","10/31/2028","08/08/2025","","10.0.22631"
"AO400484","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMed Surg  - B1 Wing","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Nursing","HSS-8078480","Main Building","08/08/2025","C23719M077","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:59:35","VIHATRP20230918-068","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO400486","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMedSurg - Hallway Wing B1","TANGENT MEDIX 22B V20","WCG Nursing - Med/Sur","HSS-8092843","Main Building","08/01/2025","C25123M203","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:33:40","VIHATRP20250331-039","All-in-One","04/30/2029","08/08/2025","","10.0.22631"
"AO400487","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Meeting Room B","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Emergency","HSS-8078481","Main Building","08/01/2025","C23719M085","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/12/2025 21:00:49","VIHATRP20230918-069","All-in-One","10/31/2027","08/11/2025","","10.0.22631"
"AO400488","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WC2601","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Psychiatry","HSS-8078478","Main Building","08/01/2025","C23719M131","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:32:19","VIHATRP20230918-066","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO400490","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WC2718","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Nursing","HSS-8078492","Main Building","08/08/2025","C23719M087","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:23:02","VIHATRP20230918-080","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO400491","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMed - Hallway - Near room 2712","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Med/Surg - Wing A","HSS-8078501","Main Building","08/01/2025","C23719M091","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/01/2025 15:34:51","VIHATRP20230918-089","All-in-One","10/31/2027","07/26/2025","","10.0.22631"
"AO400492","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WC2503 - Pharmacy","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Pharmacy","HSS-8078483","Main Building","08/01/2025","C23719M083","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/01/2025 15:31:17","VIHATRP20230918-071","All-in-One","10/31/2027","06/14/2025","","10.0.22631"
"AO400493","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Hallway - WC2904","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Labour & Delivery","HSS-8078503","Main Building","08/08/2025","C23719M078","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:08:40","VIHATRP20230918-091","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO400494","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCAmb - Storage room","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Emergency Department","HSS-8078496","Main Building","08/06/2025","C23719M065","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:35:39","VIHATRP20230918-084","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO400496","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMedSurg Wing B","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Nursing","HSS-8078499","Main Building","08/01/2025","C23719M054","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:34:59","VIHATRP20230918-087","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO400497","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Hallway - WC2715","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Med/Surg - Wing","HSS-8078486","Main Building","08/12/2025","C23719M063","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Microsoft Windows 10 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/12/2025 15:01:37","VIHATRP20230918-074","All-in-One","10/31/2027","11/27/2024","",""
"AO400498","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCAmbulatory Care","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","WCAmbulatory Care","HSS-8078489","Main Building","08/08/2025","C23719M079","NTT-Deskside Services-WestCoast-Staffed","02.71.410200000","","","false","Windows 11 Enterprise","Operational","WCG Lab Pre-Analytics","Mobile Cart","08/10/2025 21:03:38","VIHATRP20230918-077","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO400499","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Hallway - WC2715","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Med/Surg - Wing","HSS-8078484","Main Building","08/01/2025","C23719M022","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:09:53","VIHATRP20230918-072","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO400500","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMedSurg - Hallway B","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Med/Surg - Wing B","HSS-8078494","Main Building","08/01/2025","C23719M080","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:43:22","VIHATRP20230918-082","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO400501","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMedSurg - Wing B","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Nursing","HSS-8078458","Main Building","08/01/2025","C23719M138","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:15:31","VIHATRP20230918-046","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO400502","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","Room 1554 -Storage","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Nursing","HSS-8078457","Main Building","08/06/2025","C23719M141","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:07:50","VIHATRP20230918-045","All-in-One","10/31/2027","08/09/2025","","10.0.22631"
"AO400503","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WC2330 - Meeting Room B","Tangent MEDIX 22B V12","WCG Nursing/OB/Psych/Rural Srg","HSS-8089579","Main Building","08/01/2025","C24529M123","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Microsoft Windows 10 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/01/2025 15:28:57","VIHATRP20240909-069","Desktop","10/31/2028","02/02/2025","",""
"AO400504","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","3","3305","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Operating Room","HSS-8078500","Main Building","03/17/2025","C23719M071","NTT-Deskside Services-VictoriaGen-Staffed","02.71.310200000","","","false","Windows 11 Enterprise","Operational","WCG Emergency","General Rounding","08/09/2025 21:33:29","VIHATRP20230918-073","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO400505","","VIHA-DPRC-Dufferin Place (NRGH)-Main Building-1st Floor","1","233 - Office","Tangent MEDIX 22B V5","","HSS-8074019","Main Building","","C23202M065","NTT-Deskside Services-Nanaimo-Staffed","15.71.295200100","","","false","Windows 11 Enterprise","Operational","DPR Dufferin Place","Mobile Cart","08/10/2025 21:39:13","VIHATRP20230501-011","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO400506","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMedSurg - By LDR windows","Tangent MEDIX 22B V5","Nursing","HSS-8073641","Main Building","08/01/2025","C23202M003","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 22:02:24","VIHATRP20230417-010","All-in-One","05/31/2026","08/08/2025","","10.0.22631"
"AO400507","","VIHA-RJH-Royal Jubilee Hospital-Coronation Annex-1st Floor","1","CA169","Tangent MEDIX 22B V5","Kidney Health","HSS-8073647","Coronation Annex","03/17/2025","C23202M029","NTT-Deskside Services-RoyalJubilee-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:34:49","VIHATRP20230417-016","All-in-One","05/31/2026","08/08/2025","","10.0.22631"
"AO400508","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2","WCMedSurg - Hallway - WC2703 Wing A","Tangent MEDIX 22B V5","Nursing","HSS-8073643","Main Building","08/01/2025","C23202M101","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/10/2025 21:22:45","VIHATRP20230417-012","All-in-One","05/31/2026","08/09/2025","","10.0.22631"
"AO400509","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1","ER Hallway 3","Tangent MEDIX 22B V5","Emergency Services","HSS-8073646","D&T","06/26/2025","C23202M098","NTT-Deskside Services-RoyalJubilee-Staffed","02.71.230100500","","","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Mobile Cart","08/09/2025 21:34:36","VIHATRP20230417-015","All-in-One","05/31/2026","08/08/2025","","10.0.22631"
"AO400510","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","1","WC1554 - storage","Tangent MEDIX 22B V5","Nursing","HSS-8073642","Main Building","02/22/2024","C23202M008","NTT-Deskside Services-WestCoast-Staffed","02.71.230100500","","Cart onsite - in the Medical Library (room 2360) - storage area.","false","Windows 11 Enterprise","Operational","WCG Nursing - Med/Sur","Excluded","08/10/2025 21:26:55","VIHATRP20230417-011","All-in-One","05/31/2026","08/09/2025","","10.0.22631"
"AO400511","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","2","Surgical Daycare","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Surgical Services","HSS-8079890","Main Building","07/12/2025","C23719M118","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/12/2025 21:11:33","VIHATRP20231030-078","All-in-One","12/31/2027","08/11/2025","","10.0.22631"
"AO400512","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G","G248","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Student Cart","HSS-8082610","Main Building","07/26/2025","C23801M013","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 06:30:35","VIHATRP20240122-064","All-in-One","03/31/2028","07/08/2025","","10.0.22631"
"AO400513","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G","G248","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Student Cart","HSS-8082614","Main Building","07/31/2025","C23801M023","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 06:30:29","VIHATRP20240122-068","All-in-One","03/31/2028","07/30/2025","","10.0.22631"
"AO400514","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","6","Hallway","Tangent MEDIX 22B V2","General Medical and Orthopedic","HSS-8083663","Tower","07/20/2025","C23801M140","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 06:30:29","VIHATRP20240219-050","All-in-One","03/31/2028","08/08/2025","","10.0.22631"
"AO400515","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Ground Floor","Hallway","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","Rehab","HSS-8087045","Main Building","07/18/2025","C23801M030","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 21:24:04","VIHATRP20240527-094","All-in-One","04/30/2028","08/09/2025","","10.0.22631"
"AO400516","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-6th Floor","6","Hallway","Tangent MEDIX 22B V12","General Medical and Orthopedic","HSS-8090581","Tower","07/20/2025","C24529M075","NTT-Deskside Services-Nanaimo-Staffed","13.71.305002700","","","false","Windows 11 Enterprise","Operational","ACC Clinical Ops NRGH Adm","Mobile Cart","08/10/2025 21:18:55","VIHATRP20241014-032","Desktop","10/31/2028","08/09/2025","","10.0.22631"
"AO400517","","VIHA-WCGH-West Coast General Hospital-Main Building-2nd Floor","2nd Floor","WC2140 - PACU","TANGENT MEDIX 22B V9","Admin","HSS-8094097","Main Building","08/12/2025","C24223M135","NTT-Deskside Services-WestCoast-Staffed","02.71.110000000","","","false","Windows 11 Enterprise","Operational","WCG Admin","Mobile Cart","08/12/2025 15:02:15","ISLHTRP20250623-070","All-in-One","07/31/2029","08/09/2025","","10.0.22631"
