"company","serial_number","name","asset","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1882307-0040","AO000209-CRT","AO000209-CRT","ERGOTRON","C50-3510-0","AO000209","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor"
"Island Health","1800999-0026","AO000210-CRT","AO000210-CRT","ERGOTRON","SV43-2570-0","AO000210","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1801000-0023","AO000211-CRT","AO000211-CRT","ERGOTRON","SV43-2570-0","AO000211","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1801000-0067","AO000212-CRT","AO000212-CRT","ERGOTRON","SV43-2570-0","AO000212","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1841539-0020","AO000213-CRT","AO000213-CRT","ERGOTRON","C50-3500-0","AO000213","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1297846-0036","AO000214-CRT","AO000214-CRT","ERGOTRON","SV43-2570-0","AO000214","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1808301-0002","AO000215-CRT","AO000215-CRT","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1801000-0010","AO000216-CRT","AO000216-CRT","ERGOTRON","SV43-2570-0","AO000216","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1822913-0095","AO000217-CRT","AO000217-CRT","ERGOTRON","C50-3510-0","AO000217","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1801000-0063","AO000219-CRT","AO000219-CRT","ERGOTRON","SV43-2570-0","AO000219","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1297846-0026","AO000221-CRT","AO000221-CRT","ERGOTRON","C50-3510-0","AO000221LEG","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1297846-0002","AO000222-CRT","AO000222-CRT","ERGOTRON","C50-3510-0","AO000222","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1826808-0046","AO000223-CRT","AO000223-CRT","ERGOTRON","C50-3500-0","AO000223","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1801000-0048","AO000224-CRT","AO000224-CRT","ERGOTRON","SV43-2570-0","AO000224","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1297846-0037","AO000225-CRT","AO000225-CRT","ERGOTRON","SV43-2570-0","AO000225","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1297850-0051","AO000226-CRT","AO000226-CRT","ERGOTRON","C50-3510-0","AO000226","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1297848-0035","AO000227-CRT","AO000227-CRT","ERGOTRON","C50-3500-0","AO000227","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1297848-0042","AO000228-CRT","AO000228-CRT","ERGOTRON","C50-3510-0","AO000228","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor"
"Island Health","1801000-0041","AO000229-CRT","AO000229-CRT","ERGOTRON","C50-3510-0","AO000229","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800999-0020","AO000230-CRT","AO000230-CRT","ERGOTRON","SV43-2570-0","AO000230","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0016","AO000231-CRT","AO000231-CRT","ERGOTRON","SV43-2570-0","AO000231","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1297846-0038","AO000232-CRT","AO000232-CRT","ERGOTRON","SV43-2570-0","AO000232","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1297846-0039","AO000233-CRT","AO000233-CRT","ERGOTRON","SV43-2570-0","AO000233","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1801000-0066","AO000234-CRT","AO000234-CRT","ERGOTRON","C50-3510-0","AO000234","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800998-0019","AO000236-CRT","AO000236-CRT","ERGOTRON","SV43-2570-0","AO000236","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0035","AO000238-CRT","AO000238-CRT","ERGOTRON","SV43-2570-0","AO000238","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1800998-0012","AO000239-CRT","AO000239-CRT","ERGOTRON","SV43-2570-0","AO000239","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1804397-0003","AO000240-CRT","AO000240-CRT","ERGOTRON","C50-3510-0","AO000240","VIHA-RJH-Royal Jubilee Hospital-Royal Block-3rd Floor"
"Island Health","1800998-0020","AO000241-CRT","AO000241-CRT","ERGOTRON","SV43-2570-0","AO000241","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1269742-0047","AO000243-CRT","AO000243-CRT","ERGOTRON","C50-3510-0","AO000243","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1297846-0041","AO000244-CRT","AO000244-CRT","ERGOTRON","SV43-2570-0","AO000244","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1800998-0002","AO000246-CRT","AO000246-CRT","ERGOTRON","SV43-2570-0","AO000246","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0014","AO000247-CRT","AO000247-CRT","ERGOTRON","SV43-2570-0","AO000247","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1801000-0021","AO000248-CRT","AO000248-CRT","ERGOTRON","SV43-2570-0","AO000248","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0013","AO000249-CRT","AO000249-CRT","ERGOTRON","SV43-2570-0","AO000249","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1854599-0006","AO000250-CRT","AO000250-CRT","ERGOTRON","SV43-2570-0","AO000250","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1826808-0055","AO000251-CRT","AO000251-CRT","ERGOTRON","C50-3510-0","AO000251","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1297846-0042","AO000252-CRT","AO000252-CRT","ERGOTRON","SV43-2570-0","AO000252","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1297846-0043","AO000253-CRT","AO000253-CRT","ERGOTRON","C50-3510-0","AO000253","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1297846-0044","AO000254-CRT","AO000254-CRT","ERGOTRON","C50-3510-0","AO000254","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1297850-0055","AO000263-CRT","AO000263-CRT","ERGOTRON","C50-3510-0","AO000263","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1297847-0040","AO000266-CRT","AO000266-CRT","ERGOTRON","C50-3510-0","AO000266","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1297850-0033","AO000267-CRT","AO000267-CRT","ERGOTRON","C50-3510-0","AO000267","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1297850-0050","AO000268-CRT","AO000268-CRT","ERGOTRON","C50-3510-0","AO000268","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1297850-0016","AO000270-CRT","AO000270-CRT","ERGOTRON","C50-3510-0","AO000270","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1297850-0025","AO000271-CRT","AO000271-CRT","ERGOTRON","C50-3510-0","AO000271","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1297850-0018","AO000275-CRT","AO000275-CRT","ERGOTRON","C50-3510-0","AO000275","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297850-0017","AO000276-CRT","AO000276-CRT","ERGOTRON","SV43-2570-0","AO000276","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0038","AO000277-CRT","AO000277-CRT","ERGOTRON","SV43-2570-0","AO000277","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0044","AO000278-CRT","AO000278-CRT","ERGOTRON","SV43-2570-0","AO000278","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0050","AO000279-CRT","AO000279-CRT","ERGOTRON","SV43-2570-0","AO000279","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0054","AO000280-CRT","AO000280-CRT","ERGOTRON","SV43-2570-0","AO000280","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1874501-0106","AO000281-CRT","AO000281-CRT","ERGOTRON","C50-3510-0","AO000281","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor"
"Island Health","1801000-0008","AO000284-CRT","AO000284-CRT","ERGOTRON","SV43-2570-0","","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1801000-0002","AO000285-CRT","AO000285-CRT","ERGOTRON","SV43-2570-0","AO000285","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0068","AO000286-CRT","AO000286-CRT","ERGOTRON","SV43-2570-0","AO000286","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0064","AO000287-CRT","AO000287-CRT","ERGOTRON","SV43-2570-0","AO000287","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0018","AO000288-CRT","AO000288-CRT","ERGOTRON","SV43-2570-0","AO000288","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0059","AO000289-CRT","AO000289-CRT","ERGOTRON","SV43-2570-0","AO000289","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0036","AO000290-CRT","AO000290-CRT","ERGOTRON","SV43-2570-0","AO000290","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0035","AO000291-CRT","AO000291-CRT","ERGOTRON","SV43-2570-0","","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1826808-0072","AO000293-CRT","AO000293-CRT","ERGOTRON","C50-3510-0","AO000293","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297848-0023","AO000294-CRT","AO000294-CRT","ERGOTRON","C50-3510-0","AO000294","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1268836-0004","AO000295-CRT","AO000295-CRT","ERGOTRON","C50-3510-0","AO000295","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297846-0024","AO000304-CRT","AO000304-CRT","ERGOTRON","C50-3510-0","AO000304","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297850-0034","AO000306-CRT","AO000306-CRT","ERGOTRON","C50-3510-0","AO000306","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297846-0003","AO000308-CRT","AO000308-CRT","ERGOTRON","C50-3500-0","AO000308","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297846-0051","AO000309-CRT","AO000309-CRT","ERGOTRON","C50-3510-0","AO000309","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297850-0056","AO000310-CRT","AO000310-CRT","ERGOTRON","C50-3500-0","AO000310","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor"
"Island Health","1297850-0010","AO000314-CRT","AO000314-CRT","ERGOTRON","C50-3510-0","AO000314","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297849-0026","AO000319-CRT","AO000319-CRT","ERGOTRON","SV43-2570-0","AO000319","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1297850-0027","AO000326-CRT","AO000326-CRT","ERGOTRON","C50-3510-0","AO000326","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1269741-0023","AO000329-CRT","AO000329-CRT","ERGOTRON","C50-3510-0","AO000329","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0021","AO000334-CRT","AO000334-CRT","ERGOTRON","C50-3510-0","AO000334","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297846-0020","AO000338-CRT","AO000338-CRT","ERGOTRON","C50-3510-0","AO000338","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297846-0021","AO000339-CRT","AO000339-CRT","ERGOTRON","C50-3510-0","AO000339","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1268836-0018","AO000341-CRT","AO000341-CRT","ERGOTRON","C50-3510-0","AO000341","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1800999-0010","AO000342-CRT","AO000342-CRT","ERGOTRON","SV43-2570-0","AO000342","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1297850-0011","AO000343-CRT","AO000343-CRT","ERGOTRON","C50-3510-0","AO000343","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297850-0059","AO000344-CRT","AO000344-CRT","ERGOTRON","C50-3510-0","AO000344","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1269345-0005","AO000351-CRT","AO000351-CRT","ERGOTRON","SV43-2570-0","AO000351","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1268945-0003","AO000355-CRT","AO000355-CRT","ERGOTRON","C50-3510-0","AO000355","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0048","AO000360-CRT","AO000360-CRT","ERGOTRON","C50-3510-0","AO000360","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1826513-0070","AO000361-CRT","AO000361-CRT","ERGOTRON","C50-3510-0","AO000361","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0022","AO000362-CRT","AO000362-CRT","ERGOTRON","C50-3510-0","AO000362","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0058","AO000365-CRT","AO000365-CRT","ERGOTRON","C50-3510-0","AO000365","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297850-0031","AO000369-CRT","AO000369-CRT","ERGOTRON","C50-3510-0","AO000369","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297850-0054","AO000372-CRT","AO000372-CRT","ERGOTRON","C50-3510-0","AO000372","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297847-0004","AO000373-CRT","AO000373-CRT","ERGOTRON","C50-3510-0","AO000373","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297848-0049","AO000374-CRT","AO000374-CRT","ERGOTRON","C50-3510-0","AO000374","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1297848-0012","AO000376-CRT","AO000376-CRT","ERGOTRON","C50-3510-0","AO000376","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1268836-0025","AO000379-CRT","AO000379-CRT","ERGOTRON","C50-3510-0","AO000379","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297850-0064","AO000381-CRT","AO000381-CRT","ERGOTRON","C50-3510-0","AO000381","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0037","AO000382-CRT","AO000382-CRT","ERGOTRON","C50-3510-0","AO000382","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0030","AO000386-CRT","AO000386-CRT","ERGOTRON","C50-3510-0","AO000386","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1268836-0017","AO000387-CRT","AO000387-CRT","ERGOTRON","C50-3510-0","AO000387","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297850-0029","AO000390-CRT","AO000390-CRT","ERGOTRON","C50-3510-0","","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1269741-0036","AO000391-CRT","AO000391-CRT","ERGOTRON","C50-3510-0","AO000391","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297849-0006","AO000393-CRT","AO000393-CRT","ERGOTRON","C50-3510-0","AO000393","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1269742-0035","AO000394-CRT","AO000394-CRT","ERGOTRON","C50-3510-0","AO000394","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1297849-0020","AO000395-CRT","AO000395-CRT","ERGOTRON","SV43-2570-0","AO000395","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1268836-0006","AO000399-CRT","AO000399-CRT","ERGOTRON","C50-3500-0","AO000399","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1270106-0048","AO000403-CRT","AO000403-CRT","ERGOTRON","C50-3510-0","AO000403","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1297848-0026","AO000408-CRT","AO000408-CRT","ERGOTRON","C50-3510-0","AO000408","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1826808-0047","AO000413-CRT","AO000413-CRT","ERGOTRON","C50-3500-0","AO000413","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297850-0026","AO000414-CRT","AO000414-CRT","ERGOTRON","C50-3510-0","AO000414","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1874313-0080","AO000415-CRT","AO000415-CRT","ERGOTRON","C50-3510-0","AO000415","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor"
"Island Health","1844008-0010","AO000416-CRT","AO000416-CRT","ERGOTRON","C50-3500-0","AO000416","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1841539-0054","AO000419-CRT","AO000419-CRT","ERGOTRON","C50-3500-0","AO000419","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor"
"Island Health","1826036-0032","AO000420-CRT","AO000420-CRT","ERGOTRON","C50-3500-0","AO000420","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1826512-0060","AO000423-CRT","AO000423-CRT","ERGOTRON","C50-3500-0","AO000423","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1845011-0013","AO000424-CRT","AO000424-CRT","ERGOTRON","C50-3500-0","AO000424","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1826808-0037","AO000425-CRT","AO000425-CRT","ERGOTRON","C50-3500-0","AO000425","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1823443-0040","AO000427-CRT","AO000427-CRT","ERGOTRON","C50-3500-0","AO000427","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1826513-0105","AO000428-CRT","AO000428-CRT","ERGOTRON","C50-3510-0","AO000428","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0041","AO000430-CRT","AO000430-CRT","ERGOTRON","C50-3510-0","AO000430","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1823443-0038","AO000436-CRT","AO000436-CRT","ERGOTRON","C50-3500-0","AO000436","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1823443-0086","AO000437-CRT","AO000437-CRT","ERGOTRON","C50-3500-0","AO000437","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1826512-0061","AO000438-CRT","AO000438-CRT","ERGOTRON","C50-3510-0","AO000438","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1826808-0007","AO000439-CRT","AO000439-CRT","ERGOTRON","C50-3510-0","AO000439","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor"
"Island Health","1820404-0048","AO000440-CRT","AO000440-CRT","ERGOTRON","C50-3500-0","AO000440","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor"
"Island Health","1826512-0005","AO000441-CRT","AO000441-CRT","ERGOTRON","C50-3510-0","AO000441","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1826808-0079","AO000442-CRT","AO000442-CRT","ERGOTRON","C50-3510-0","AO000442","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1826612-0013","AO000443-CRT","AO000443-CRT","ERGOTRON","C50-3500-0","AO000443","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1826512-0107","AO000444-CRT","AO000444-CRT","ERGOTRON","C50-3500-0","AO000444","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1826512-0059","AO000445-CRT","AO000445-CRT","ERGOTRON","C50-3500-0","AO000445","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1827415-0076","AO000446-CRT","AO000446-CRT","ERGOTRON","C50-3500-0","AO000453","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1823443-0028","AO000447-CRT","AO000447-CRT","ERGOTRON","C50-3510-0","AO000447","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1823306-0025","AO000448-CRT","AO000448-CRT","ERGOTRON","C50-3500-0","AO000448","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
